group_ID,group
2689,Fatah al-Islam
2690,Madhesi People's Rights Forum (MPRF)
2691,Movement of Niger People for Justice (MNJ)
2692,Janatantrik Terai Mukti Morcha- Bisphot Singh (JTMM-B)
2693,Amr Bil Maroof Wa Nahi Anil Munkir
2694,Sungu Sungu
2695,Terai Army
2696,Al-Khobar
2697,Union of Chadian Forces (UFNT)
2698,Tehrik-i-Taliban Pakistan (TTP)
2699,United Janatantrik Terai Mukti Morcha (U-JTMM)
2700,Baloch Republican Army (BRA)
2701,Bhumi Uchched Pratirodh Committee (BUPC)
2702,Al-Shabaab
2703,Union Parishad
2704,Democratic Movement for the Liberation of the Eritrean Kunamas (DMLEK)
2705,Tehrik-e-Nafaz-e-Shariat-e-Mohammadi (TNSM)
2706,Al-Fajr
2707,Alcubar group
2708,Black Widows
2709,Supporters of Sultan Abd-al-Bagi
2710,Al-Fatihin Army (AFA)
2711,Janatantrik Terai Mukti Morcha- Prithvi Singh (JTMM-P)
2712,Mlada Bosna
2713,Kata'ib Hezbollah
2714,Conspiracy of Cells of Fire
2715,Armed Revolutionary Action (ENEDRA)
2716,United Democratic Terai Liberation Front (UDTLF)
2717,Nepal Defense Army
2718,The United Revolutionary Front of Bhutan
2719,Munadil al-Jumalyi Brigade
2720,The Jean Marc Rouillan Armed and Heartless Columns
2721,Ahrar Al-Jalil (Free People of the Galilee)
2722,Iraq's Jihadist Leagues
2723,Jaish Al-Umma (Army of the Nation)
2724,The Nation's Army
2725,Samyukta Janatantrik Terai Mukti Morcha (SJTMM)
2726,National Socialist Council of Nagaland-Khaplang (NSCN-K)
2727,Jihadi Movement of the Sunna People of Iran
2728,Shan State Army - South (SSA-S)
2729,Caucasus Emirate
2730,Forbidden Blockade (Greece)
2731,National Liberation Front (FNL) (Burundi)
2732,Anti-Democratic Struggle
2733,LW
2734,Terai Cobra
2735,Jharkhand Liberation Tigers (JLT)
2736,Hmar People's Convention-Democracy (HPC-D)
2737,Al-Mujahedin Brigades (Palestine)
2738,Madhesi Mukti Tigers (MMT)
2739,Runda Kumpulan Kecil (RKK)
2740,Eastern Turkistan Islamic Movement (ETIM)
2741,Janatantrik Terai Mukti Morcha- Rajan Mukti (JTMM-R)
2742,Future movement (Lebanon)
2743,Progressive Socialist Party (PSP)
2744,Conqueror Army
2745,Farmer's Movement of the Philippines (KMP)
2746,Gangs of Conscience
2747,People's United Liberation Front (PULF)
2748,Naga People's Council (NPC)
2749,Akhil Terai Mukti Morcha (ATMM)
2750,Somali Islamic Front
2751,Kirat Janabadi Workers Party
2752,Red Sea Afar Democratic Organization (RSADO)
2753,Hynniewtrep National Liberation Council (HNLC)
2754,National Alliance (Chad)
2755,Madhesi Virus Killers
2756,Niger Delta Freedom Fighters (NDDF)
2757,People's Liberation Front of India
2758,Popular Will (Greece)
2759,All Kamatapur Liberation Force
2760,South Ossetian Separatists
2761,14 March Coalition
2762,Juarez Cartel (Carrillo-Fuentes / Mexico)
2763,Turkestan Islamic Party
2764,Indian Mujahideen
2765,Anti-Liberal extremists
2766,Umbane People's Liberation Army (Swaziland)
2767,Janatantrik Terai Mukti Morcha- Ranbir Singh (JTMM-RS)
2768,National Liberation Army (Nepal)
2769,Hizbul al Islam (Somalia)
2770,Forest Brothers
2771,Jundallah (Pakistan)
2772,Gulf Cartel
2773,Army of State Liberators
2774,Forces for the Unification of the Central African Republic (FIRCA)
2775,Kurdistan Free Life Party
2776,National Congress for the Defense of the People (CNDP)
2777,Mahaz Fedai Tahrik Islami Afghanistan
2778,Incendiary Committee of Solidarity for Detainees
2779,Deccan Mujahideen
2780,Rastriya Janashakti Party (RJP)
2781,Militant Organization of Russian Nationalists
2782,Afghan Revolutionary Front
2783,Ahlu-sunah Wal-jamea (Somalia)
2784,Ansar Wa Mohajir (Pakistan)
2785,23 May Democratic Alliance (Algeria)
2786,Congolese Patriotic Resistence-Patriotic Armed Forces (Pareco/FAP)
2787,Madhesh Rastra Janatantrik Revolutionary (RJR) - Nepal
2788,Baloch Liberation Front (BLF)
2789,Mahan Madhesh Janakantri Party (MMJP)- Nepal
2790,Hushaysh Tribal Members
2791,Mongolian Mukti Morcha
2792,Salafi Extremists
2793,Supreme Command for Jihad and Liberation
2794,Bhisan Himali Bag
2795,Himali Tigers
2796,Sect of Revolutionaries (Greece)
2797,Macedonian nationalists
2798,National United Front of Democracy Against Dictatorship (UDD)
2799,Tritiya Prastuti Committee (TPC)
2800,Revolutionary Liberation Action (Epanastatiki Apelevtherotiki Drasi) - Greece
2801,Tibetan separatists
2802,Popular Front for Justice in the Congo
2803,Tharuhat Joint Struggle Committee (TJSC)
2804,Revolutionary Headquarters (Turkey)
2805,Citizen's Rights Protection Volunteers
2806,Terai Rastriya Mukti Sena (TRMS)
2807,Tehrik-e-Galba Islam
2808,Islamic Jihad Union (Uzbekistan)
2809,Minutemen American Defense
2810,Alexandros Grigoropoulos Anarchist Attack Group
2811,Balochistan Liberation United Front (BLUF)
2812,Kara clan
2813,United People's Democratic Front (UPDF) - Bangladesh
2814,Bodo People's Front (BPF)
2815,People's Committee against Police Atrocities (PCPA)
2816,Gono Bahini (GB)
2817,Lashkar-e-Islam (Pakistan)
2818,Attack Teams for the Dissolution of the Nation (Greece)
2819,Iraqi Sunni Extremists
2820,Deniers of Holidays
2821,NVF
2822,Boko Haram
2823,Zero Tolerance
2824,Illuminating Paths of Solidarity
2825,Militant Forces Against Huntingdon
2826,Revolutionary Cells (Argentina)
2827,Black Eagles
2828,Urhobo Revolutionary Army
2829,Lashkar-e-Balochistan
2830,The Black Sun
2831,Kokang
2832,Parbatya Chattagram Jana Sanghati Samity (PCJSS) - Bangladesh
2833,Ansar Al Sunnah (Palestine)
2834,Gholam Yahya Akbar
2835,Bangsamoro National Liberation Army
2836,Arauco Malleco Coordinating Group (CAM) - Chile
2837,Council for the Destruction of Order
2838,Islamic Party (Somalia)
2839,Freedom Eagles of Africa
2840,Al-Jub Tribe
2841,Convention of Patriots for Justice and Peace
2842,Hoodie Wearers
2843,Anarchist Action (CA / United States)
2844,Black and Red Anarchist and Anti-Authoritarians Initiative (Greece)
2845,Merille Militia
2846,Terai Janatantrik Party
2847,Jacinto Araujo Internationalist Rebel Insurrectionist Brigade
2848,Paramilitary members
2849,United Liberation Front of Barak Valley (ULFBV) - India
2850,Shield of Islam Brigade
2851,Revolutionary Continuity
2852,Ansarul Islam (Pakistan)
2853,Southern Yemen Separatists
2854,United Front for Democracy Against Dictatorship
2855,Terai Janatantrik Madhes Party
2856,Africa Marine Commando
2857,Sisters in Arms
2858,Janatantrik Terai Madhesh Mukti Morcha (JTMMM)
2859,Rebellious Group Lambros Foundas
2860,Enyele Militia
2861,People's Democratic Struggle Movement
2862,Samyukta Jatiya Mukti Morcha (SJMM)
2863,Aqmur
2864,Southern Mobility Movement (Yemen)
2865,Fighting For Freedom Coalition (FFFC-Ottawa)
2866,Dynamic Youth Forum
2867,Baloch Militant Defense Army
2868,Swatantra Nepal Dal
2869,Paraguayan People's Army (EPP)
2870,Aniban ng Ayaw sa Komunista (ANAK)_
2871,Wahhabi Movement
2872,Groups for Dissemination of Revolutionary Theory and Action
2873,Popular Front of India
2874,Tehrik-e-Tuhafaz (Pakistan)
2875,Real Ulster Freedom Fighters (UFF) - Northern Ireland
2876,Karabulak Gang
2877,Mouhajiroune Brigade
2878,Al-Bakazim
2879,Friends of Freedom
2880,Vandalicia Teodoro Suarez
2881,United Democratic Liberation Army (UDLA)
2882,Terai Madheshi Mukti Morcha (TMMM)
2883,Jund Al-Tawid
2884,Volunteers of Innocent People of Nagas (VIPN)
2885,Garo National Liberation Army
2886,Sindhu Desh Liberation Army (SDLA)
2887,Niger Delta Liberation Force (NDLF)-Nigeria
2888,Anarkista Jorge Banos Front of the Everyone For The Homeland Movement (MTP)
2889,Delta Democratic Militia
2890,Misseriya Arab Tribesmen
2891,Karbi People's Liberation Tigers (KPLT)
2892,Black Hawks (Anti-Wahhabists)
2893,Baloch Mussalah Diffah Tanzim (BMDT)
2894,Madhesh Mukti Sangram (MMS)
2895,Tawhid and Jihad (Palestine)
2896,Jamaah Ansharut Tauhid (JAT)
2897,Arab People's Group
2898,South Sudan Liberation Army (SSLA)
2899,Khumbuwan Mukti Morcha
2900,Sanghiya Limbuwan Committee (SLC)
2901,Ansaru (Jama'atu Ansarul Muslimina Fi Biladis Sudan)
2902,Naga National Council (NNC)
2903,Arab Socialist Baath Party of Iraq
2904,Joint Meeting Parties (JMP)
2905,National Front for the Revolution in Burundi (FRONABU-Tabara)
2906,Provisional RSPCA
2907,Adivasi People's Army (APA)
2908,Khorasan jihadi group
2909,Baloch Liberation Tigers (BLT)
2910,Kuki National Liberation Front (KNLF)
2911,Yimchunger Liberation Front (YLF)
2912,Muslim United Liberation Tigers of Assam (MULTA)
2913,Zeliangrong United Front
2914,Hekla Reception Committee-Initiative for More Social Eruptions
2915,Hill Tiger Force (HTF)
2916,Movement for Oneness and Jihad in West Africa (MUJAO)
2917,Liberation and Justice Movement (LJM)
2918,Soldiers of the Caliphate
2919,Comando Autãnomo Voltaire Argando_a
2920,United Baloch Army (UBA)
2921,Free Syrian Army
2922,Revolutionary Insurgent Armed Forces of Ecuador (FAIRE)
2923,Eritrean Salvation Front (ESF)
2924,Islamic Movement of Kashmir
2925,Individuals Tending Toward Savagery
2926,Zintani Militia
2927,Core Conspirators for the Extension of Chaos (N“cleo de Conspiradores por la Extensiãn de Kaos)
2928,Adivasi Cobra Militants of Assam (ACMA)
2929,Shabelle Valley militia
2930,Al-Nusrah Front
2931,Janatantrik Terai Madhes Mukti Party- Bhagat Singh (JTMMP)
2932,Azawad National Liberation Movement (MNLA)
2933,Qari Kamran Group
2934,Samyukta Terai Madhes Mukti Party
2935,Sudan People's Liberation Movement - North
2936,Syrian Army deserters
2937,Tehrik-e-Taliban Islami (TTI)
2938,Sudan Liberation Army-Minni Minawi (SLA-MM)
2939,Urban Guerrilla War
2940,Revolutionary Front
2941,Coordination Committee (CORCOM)
2942,Bhittani tribe
2943,Zetas
2944,Jharkhand Janmukti Parishad (JJP)
2945,Sindhudesh Revolutionary Army (SRA)
2946,National Committee for the Restoration of Democracy and State (CNRDR)
2947,People's Revolutionary Party of Kangleipak-Progressive (PREPAK-P)
2948,Communist Party of Nepal (People's War Group)
2949,Supporters of Ali Abdullah Saleh
2950,Civilian Defense
2951,Al-Naqshabandiya Army
2952,Ansar al-Dine (Mali)
2953,Sudanese Rebels
2954,South Sudan Democratic Army
2955,Pro Hartal Activists
2956,Mai Mai Simba Militia
2957,Force Etudiante Critique
2958,Shiv Sena
2959,Friends of Loukanikos
2960,Telangana Separatists
2961,Islami Jamiat-e-Talaba (IJT)
2962,Mullah Dadullah Front
2963,Brigades of Imprisoned Sheikh Omar Abdel-Rahman
2964,Nepalbad Party
2965,Knights Templar (Caballeros Templarios)
2966,Republican Action Against Drugs (RAAD)
2967,Gbagbo Loyalists
2968,People's Amn Committee
2969,Mujahedeen Shura Council in the Environs of Jerusalem
2970,Sovereign Citizen
2971,International Revolutionary Front
2972,Izberbash Gang
2973,Partido Marxista-Leninista ng Pilipinas (PMLP)
2974,Sindh Liberation Front
2975,Tolib Ayombekov loyalists
2976,Brigade of al-Mukhtar al-Thaqafi
2977,People's Protection Units (YPG)
2978,Jaljala Army
2979,Bangsamoro Islamic Freedom Movement (BIFM)
2980,Kilafah Islamic Movement
2981,Dissident Republican Guard
2982,Ansar Bayt al-Maqdis (Ansar Jerusalem)
2983,Pro-LGBT Rights extremists
2984,Jaish-e-Islam
2985,David Yau Yau Militia
2986,Ansar al-Sharia (Libya)
2987,Ansar al-Sharia (Tunisia)
2988,Resistencia Galega
2989,Jaish Usama
2990,Yakariya Bango Insurgent Group
2991,Tajamo Ansar al-Islam
2992,Mombasa Republican Council (MRC)
2993,National Freedom Party
2994,Zomi Revolutionary Army (ZRA)
2995,Mujahidin Indonesia Timur (MIT)
2996,Bengali Sangram Mukti Bahini
2997,Harakat Ansar Iran (HAI)
2998,The New Irish Republican Army
2999,Sudurpaschim Janata Dal
3000,M23
3001,Diraa al-Shahbaa Rebel Brigade
3002,Tawheedul Islam
3003,Popular Front for Recovery (FPR)
3004,Militant Minority (Greece)
3005,Punjabi Taliban
3006,Biswabhumi Sena Bishal Nepal
3007,Mapuche activists
3008,Mujahideen Ansar
3009,Ansarullah Bangla Team
3010,Group of Popular Fighters
3011,Jaish al-Muhajireen wal-Ansar (Muhajireen Army)
3012,Al-Mua'qi'oon Biddam Brigade (Those who Sign with Blood)
3013,Golden Dawn
3014,Wild Freedom
3015,National Liberation Front of Provence (FLNP)
3016,Bedouin Movement (Sudan)
3017,Anti-Police extremists
3018,Mateo Morral Insurrectionist Commandos
3019,Mukhtar Army
3020,Muslim Renewal
3021,February 14th Movement
3022,Liwa al-Islam
3023,Communist Party of Nepal-Maoist (Baidya)
3024,Yarmouk Martyrs Brigade
3025,Al-Herak Al-Tihami Movement
3026,Overall Deniers of Joining the Existing
3027,Islamic State of Iraq and the Levant (ISIL)
3028,Epanastatiki Anatropi (Revolutionary Overthrow)
3029,Terai Communist Party
3030,Jamaat Tauhid Wal Jihad (Pakistan)
3031,National Democratic Front-Bicol (NDF-Bicol)
3032,Hassan Mabkhut Group
3033,Anti-Clerical Pro-Sex Toys Group
3034,Maoist Communist Party of Manipur
3035,Colonel Albert Kahasha Militia
3036,Sayfullakh
3037,Balakhani Group
3038,Zehri Youth Force (ZYF)
3039,Pattali Makkal Katchi (PMK)
3040,Jumuiya ya Taasisi za Kiislam (Community of Muslim Organizations)
3041,Abdul Qader Husseini Battalions of the Free Palestine movement
3042,Anti-Gentrification Front
3043,Anti-Gun Control extremists
3044,Pattani United Liberation Organization-MKP (PULO-MKP)
3045,Armed Group for the Defence of the People
3046,Al-Ashtar Brigades
3047,Sudan Revolutionary Front (SRF)
3048,Proletariat Self-defense Groups
3049,English Defense League (EDL)
3050,Los Rastrojos (Colombia)
3051,Borderless Solidarity Cell (BSC)
3052,Ahrar al-Sham
3053,United Achik Liberation Army (UALA)
3054,313 Brigade (Syria)
3055,Liwa al-Sham
3056,Civilian Joint Task Force (JTF)
3057,Detonators of Social Uprisings
3058,Unsubordinated Desires
3059,Pahadi Cheetah
3060,Okba Ibn Nafaa Brigade
3061,Liwa al-Haqq
3062,Students For Insurrection
3063,Zuwar al-Imam Rida
3064,Four Martyrs Brigade
3065,The Mujahadeen Room in Latakia Countryside
3066,Aisha Umm-al Mouemeneen (Brigades of Aisha)
3067,Popular Resistance Brigade
3068,Amazigh Islamic Front
3069,National Liberation Force of Bengalis (Bangali Janamukti Bahini)
3070,Sanatan Sanstha
3071,Veterans United for Non-Religious Memorials
3072,Angry Foxes Cell
3073,Al-Furqan Brigades
3074,Makhachkala Gang
3075,Defenders of the Nation's Sovereignty
3076,Mapuche Ancestral Resistance (RAM)
3077,Ombatse Cult
3078,Vanguards of the Caliphate
3079,Caspian Group
3080,Bru National Liberation Front (BNLF)
3081,Powers of the Revolutionary Arc
3082,Moro Ghuraba
3083,Liwa al-Tawhid
3084,Aba Cheali Group
3085,Al-Qaida in the Indian Subcontinent
3086,Libya Revolutionaries Operations Room (LROR)
3087,Ayesha bint al-Sadiq Brigade
3088,Jaish al-Adl
3089,Militant People's Revolutionary Forces
3090,Ansaru ash-Sharia (Russia)
3091,Achik National Volunteer Council-B (ANVC-B)
3092,Manipur Naga People's Army (MNPA)
3093,Seleka
3094,Jaish al-Mukhtar
3095,Anti-Balaka Militia
3096,Baloch National Liberation Front
3097,Unification Army Sons Brigade
3098,National Democratic Alliance Army (NDAA-ESSA)
3099,Tehrik-e-Nifaz-e-Aman Balochistan-Jhalawan Brigade (TNAB-Jhalawan Brigade)
3100,Zwai Tribe
3101,Libya Shield Force
3102,Jund al-Islam
3103,Abu Jaafar al-Mansur Brigades
3104,Hadramawt Tribes Alliance
3105,Tabu Tribe
3106,Achik Tiger Force
3107,Abu Bakr Unis Jabr Brigade
3108,Abu Tira (Central Reserve Forces)
3109,Tehama Movement
3110,Sudan People's Liberation Movement in Opposition (SPLM-IO)
3111,National Liberation Council of Taniland
3112,Ajnad Misr
3113,Achik National Liberation Army (ANLA)
3114,Al-Qaqa Brigade
3115,Islamic Front (Syria)
3116,Tarok Militia
3117,Anti-Yanukovych extremists
3118,Baloch Waja Liberation Army (BWLA)
3119,Mai Mai Bakata Katanga Militia
3120,Tehrik-e-Khilafat
3121,Right Sector
3122,Mustafa al-Hujairi Group
3123,Jaish as-Saiyouf (Army of Swords)
3124,The Association for Islamic Mobilisation and Propagation (UAMSHO)
3125,Pro-Russia Militia
3126,Biafra Zionist Movement (BZM)
3127,Russian Unity
3128,Cyrenaica Self-Defense Force
3129,United Tribal Liberation Army (UTLA)
3130,Al-Islah Party
3131,Raskamboni Movement
3132,Liwa Ahrar al-Sunna
3133,Tiv Militia
3134,Al-Mus'abi Tribe
3135,Achik Songna An'pachakgipa Kotok (ASAK)
3136,National Santhali Liberation Army (NSLA)
3137,Military Council of the Tribal Revolutionaries (MCTR)
3138,Orakzai Freedom Movement
3139,Donetsk People's Republic
3140,Ses'khona Peoples' Rights Movement
3141,Sudanese People's Front
3142,Jaish Tahkim al-Din
3143,Luhansk People's Republic
3144,Alliance of Patriots for a Free and Sovereign Congo (APCLS)
3145,Democratic Front of the Central African People (FDPC)
3146,Tanzeem al-Islami al-Furqan
3147,Haftar Militia
3148,Student Network of Mandalay
3149,Jaish al-Islam (Libya)
3150,Baloch Republican Guards (BRG)
3151,Rafallah al-Sahati Brigade
3152,Jharkhand Bachao Aandolan
3153,Incel extremists
3154,Organization for Revolutionary Self Defense
3155,United Karbi Liberation Army (UKLA)
3156,Bodu Bala Sena
3157,Dima Hasao National Army
3158,Southern Front
3159,Mitiga Militia
3160,Saraya al-Mukhtar
3161,Bangalee Somo Odhikar Andolon
3162,Libyan Militia
3163,Sinai Province of the Islamic State
3164,Barq al-Nasser Brigade
3165,Hamza Combat Group against Atheism and Heresy
3166,Armed Forces for National Salvation - Army of the People (FASN-EP)
3167,National Socialist Council of Nagaland-Khole-Kitovi (NSCN-KK)
3168,Islamic Youth Shura Council
3169,February 17 Martyrs Brigade
3170,Achik National Cooperative Army (ANCA)
3171,Misrata Brigades
3172,Al-Madani Brigade
3173,Rabha National Security Force
3174,Greater Damascus Operations Room
3175,Mabanese Defence Forces
3176,Knights of Janzour
3177,Orfei Harsha'am
3178,Abu Obaida bin Jarrah Brigade
3179,Jaish-e-Khorasan (JeK)
3180,Unified Communist Party of Nepal (Maoist)
3181,German Resistance Movement
3182,Halqa-e-Mehsud
3183,Jamaat-ul-Ahrar
3184,Random Anarchists
3185,Proletarian Solidarity
3186,Al-Jihad (Pakistan)
3187,Shura Council of Benghazi Revolutionaries
3188,Jund al-Khilafa
3189,Nduma Defense of Congo (NDC)
3190,Jharkhand Prastuti Committee (JPC)
3191,Manipur Nationalist Revolutionary Party (MNRP)
3192,The Irish Volunteers
3193,Economic Freedom Fighters
3194,Cossack Separatists
3195,Army of the Tribes
3196,Al-Zintan Revolutionaries' Military Council
3197,Yazidi extremists
3198,Donskoy Army
3199,Al-Sawaiq Brigade
3200,Mawlawi and Mansour Group
3201,Zawiya Martyrs Brigade
3202,Barqa Province of the Islamic State
3203,Anarchist Anti-Capitalist Action Group
3204,Kharkiv Partisans
3205,Youth of the Land of Egypt
3206,Tripoli Province of the Islamic State
3207,Proletarian Assault Group
3208,Hafiz Gul Bahadur Group
3209,Free Balochistan Army (FBA)
3210,Supporters of the Islamic State in the Land of the Two Holy Mosques
3211,United Aryan Empire
3212,Al-Faruq Militia
3213,Yekbun
3214,Lehava
3215,Khorasan Chapter of the Islamic State
3216,Ta'ang National Liberation Army (TNLA)
3217,Anarchist Attack Consortium
3218,Jund Ansar Allah
3219,Free Network South (Freies Netz Sued)
3220,Arab Movement of Azawad (MAA)
3221,Shura Council of Mujahideen in Derna
3222,Shamiya Front
3223,Fezzan Province of the Islamic State
3224,Popular Resistance Movement (Egypt)
3225,Revenge Movement
3226,Marwan Al-Qawasimi and Amir Abu-Ayshah Group
3227,Anarchist Commando Nestor Makhno Group
3228,Revolutionary Movement for National Salvation (REMNASA)
3229,Self-Defense Group of Imghad Tuaregs and Allies (GATIA)
3230,Revolutionary Punishment Movement
3231,Barak Valley Tiger Force (BVTF)
3232,Bru Democratic Front of Mizoram (BDFM)
3233,Murle Tribe
3234,Algeria Province of the Islamic State
3235,Maoist Communist Party (MKP)
3236,Al-Saadawi Militia
3237,Al-Sham Legion
3238,Ansar al-Din Front
3239,Ahle Sunnat Wal Jamaat (ASWJ-Pakistan)
3240,Gathering to Aid the Oppressed
3241,Kouweikhat Group
3242,A'chik Matgrik Elite Force (AMEF)
3243,Patriotic Europeans against the Islamization of the West (PEGIDA)
3244,Supporters of Abd Rabbuh Mansur Hadi
3245,Hindu Illaignar Sena
3246,Jund al-Khilafah (Tunisia)
3247,Sanaa Province of the Islamic State
3248,Lahij Province of the Islamic State
3249,Jaysh al-Islam (Syria)
3250,West Indonesia Mujahideen
3251,Nihilistic Patrol and Neighborhood Arsonists
3252,People's Defense Unit (Turkey)
3253,Jamaah Ansharut Daulah
3254,Jharkhand Sangharsh Jan Mukti Morcha
3255,Urhobo Gbagbako
3256,Popular Resistance Committees (Yemen)
3257,Shabwah Province of the Islamic State
3258,Ukrainian Insurgent Army
3259,Dravidar Viduthalai Kazhagam (DVK)
3260,Communist Party of Nepal - Maoist (CPN-Maoist-Chand)
3261,Macina Liberation Front (FLM)
3262,Coordination of Azawad Movements (CMA)
3263,Nyatura Militia
3264,Hadramawt Province of the Islamic State
3265,Abdul Ghani Kikli Militia
3266,United National Liberation Front of WESEA (UNLFW)
3267,Supporters of the Islamic State in Jerusalem
3268,Najd Province of the Islamic State
3269,Lashkar-e-Islam (India)
3270,Lama Group
3271,Medfaiyah Wal-Sewarigh Brigade
3272,Revolutionary Cells Network (SRN)
3273,The Revolt
3274,Odessa Underground
3275,Ansar al-Sharia Operations Room (Syria)
3276,Jaish al-Fatah (Syria)
3277,Islamic State in Egypt
3278,National Liberation Front (Ecuador)
3279,The Third Way (Der III. Weg)
3280,Group of the Fatima Church Attack
3281,Aleppo Fatah Operations Room
3282,Puratchi Puligal
3283,Freital Group
3284,Saraya Waad Allah
3285,Hijaz Province of the Islamic State
3286,Free and Democratic Society of Eastern Kurdistan (KODAR)
3287,Adan-Abyan Province of the Islamic State
3288,Arakan Army (AA)
3289,Magahat Militia
3290,Sheikh Omar Hadid Brigade
3291,Baloch Young Tigers (BYT)
3292,Death Squad (Iraq)
3293,Al-Haydariyah Battalion
3294,Hindu Morcha Nepal
3295,Rubicon (Rouvikonas)
3296,Bangladesh Tiger Force
3297,Islamic State in Bangladesh
3298,United Garo Security Force (UGSF)
3299,Shura Council of Ajdabiya Revolutionaries
3300,Arakan Liberation Party (ALP)
3301,Sunni Resistance Committees in Lebanon (SRCL)
3302,Awdal Regional Administration Army (ARAA)
3303,Al-Furqan (Tunisia)
3304,Tepi Youth
3305,Jai Shri Ram Hindu Bhai Group
3306,Free Libya Martyrs Brigade
3307,Aceh Singkil Islamic Care Youth Students Association (PPI)
3308,Bahrain Province of the Islamic State
3309,Maute Group
3310,Majlis-e-Askari
3311,Pagan Sect of the Mountain
3312,Anti-Sikh extremists
3313,Baba Ladla Gang
3314,Abu Salim Martyr's Brigade
3315,United Democratic Madhesi Front (UDMF)
3316,United Gorkha People's Organization (UGPO)
3317,Ansar Al-Khilafa (Philippines)
3318,Revolutionaries Army (Jaysh al-Thowwar)
3319,South Sudan Armed Forces (SSAF)
3320,Berom Militants
3321,Ansar al-Imam Musa al-Sadr
3322,Islamic Movement (Nigeria)
3323,Patriotic Ginbot 7 Movement for Unity and Democracy (PGMUD)
3324,Kata'ib al-Imam Ali
3325,Anarchist Cell Acca (C.A.A.)
3326,Raia Mutomboki Militia
3327,Ramiro Ledesma Social Centre
3328,Lekagak Tenggamati
3329,Caucasus Province of the Islamic State
3330,Citizens for Constitutional Freedom
3331,Harakat al-Nujaba
3332,Achik Matgrik Army (AMA)
3333,Mutassim Billah Gaddafi Battalion
3334,Democratic Youth Federation of India (DYFI)
3335,Weichan Auka Mapu
3336,United Reformation Protest of India
3337,Moran Tiger Force (MTF)
3338,Janatantrik Tiger Janashakti Party
3339,Union of Patriots for the Defense of Innocents (UPDI)
3340,Antagonistic Nuclei of the New Urban Guerrilla
3341,Niger Delta Avengers (NDA)
3342,Youth Movement for the Total Liberation of Azawad
3343,Kuki Independent Organization (KIO/KIA)
3344,Tawheed Militia
3345,Republican Forces of Burundi (FOREBU)
3346,Civil Protection Units (YPS)
3347,Mai Mai Karakara Militia
3348,Court Reform extremists
3349,Tripoli Revolutionaries Battalion
3350,Liberation of Achik Elite Force (LAEF)
3351,Base Movement
3352,Jaish al-Umar (JaU)
3353,Jundul Khilafah (Philippines)
3354,Syrian Turkmen Brigades
3355,Gunib Group
3356,Tripura Group
3357,Jund al-Aqsa
3358,South Group (Russia)
3359,Jabha East Africa
3360,Tribal Revolutionary Army (TRA)
3361,Kani Brigade
3362,Omar Mukhtar Militia
3363,Nur-al-Din al-Zinki Movement
3364,Kizilyurtovskiy Group
3365,National Socialist Council of Nagaland-Unification (NSCN-U)
3366,Revolutionary Communist Centre (RCC)
3367,Rohingya extremists
3368,Abu Amarah Battalion
3369,Red Egbesu Water Lions
3370,Tiwa Liberation Army
3371,South East Antrim Brigade
3372,Niger Delta extremists
3373,Concerned Militant Leaders (CML)
3374,Kazakhstan Liberation Army
3375,Ghniwah Militia
3376,Suqour al-Ahvaz
3377,Ansar al-Furqan
3378,Jaish al-Sunnah
3379,Islamic Movement for the Liberation of Raja
3380,Benghazi Defense Brigades (BDB)
3381,Anti-Trump extremists
3382,National Revolutionary Front of Manipur (NRFM)
3383,Shamil Group
3384,Les Casseurs
3385,Red Scorpion
3386,Ahfad al-Sahaba-Aknaf Bayt al-Maqdis
3387,Black Hebrew Israelites
3388,Anti-White extremists
3389,Peace at Home Council
3390,Mai Mai Manu Militia
3391,Hasam Movement
3392,Sasna Tsrer
3393,Mai Mai Mazembe Militia
3394,Al-Nasir Army (Syria)
3395,Fetullah Terrorist Organization
3396,Jaish al-Mujahideen (Syria)
3397,Ahmad Luebaesa Group
3398,League of Damascus for Special Tasks
3399,Opponents of disabled people
3400,New Indigenous People's Army
3401,Peoples' United Revolutionary Movement (HBDH)
3402,Niger Delta Justice Defense Group (NDJDG)
3403,Kuki Unification Frontal Organization (KUFO)
3404,Vetevendosje
3405,Dashmesh Regiment
3406,All Assam Revolutionary Army (AARA)
3407,Unrepentant Anarchists
3408,Niger Delta Greenland Justice Mandate (NDGJM)
3409,Syrian Democratic Forces (SDF)
3410,Nuer White Army
3411,Revolution's Brigade
3412,Rugovasit Group
3413,"Lone Wolves of Radical, Autonomous, Militant National Socialism"
3414,Chama Pueblo en Rebelion
3415,Islamic State in the Greater Sahara (ISGS)
3416,The 78 Unemployed
3417,Authenticity and Development Front
3418,Thanthai Periyar Dravidar Kazhagam (TPDK)
3419,Kamwina Nsapu Militia
3420,"Return, Reclamation, Rehabilitation (3R)"
3421,Martyr al-Nimr Battalion
3422,Tehrik-e-Hurriyat (TeH)
3423,Al-Yakin Mujahidin
3424,Mariscal Lopez Army (EML)
3425,Agwelek Forces
3426,Abbala extremists
3427,Alde Hemendik Movement
3428,No Borders Group
3429,Popular Mobilization Forces (Iraq)
3430,Union for Peace in Central Africa (UPC)
3431,Ajnad al-Sham
3432,Bahoz
3433,Nordic Resistance Movement
3434,Al Bayda Province of the Islamic State
3435,Popular Front for the Renaissance of the Central African Republic (FPRC)
3436,Shuar extremists
3437,Ma'sadat al-Mujahideen
3438,Khaled Ibn al-Walid Army
